"Collision,Comp,DCPD,AB,Make ,Model,Body Style,Model Year"
"28,44,31,202,BUICK/CHEV/GMC,RAINIER/TRAILBLAZER/ENVOY 4DR 4WD,SUV,2007"
"101,78,91,178,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR 2WD,SUV,2017"
"153,105,129,157,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR 2WD,SUV,2018"
"168,71,154,147,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR 2WD,SUV,2019"
"91,66,89,47,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR AWD,SUV,2017"
"117,101,85,85,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR AWD,SUV,2018"
"159,93,114,37,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR AWD,SUV,2019"
"107,116,181,114,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR AWD,SUV,2020"
"159,81,123,71,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR AWD,SUV,2021"
"118,92,97,42,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR AWD,SUV,2022"
"130,119,114,62,BUICK/CHEVROLET,ENCLAVE/TRAVERSE 4DR AWD,SUV,2023"
"62,35,81,133,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2013"
"76,39,53,101,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2014"
"72,39,66,52,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2015"
"83,40,82,113,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2016"
"77,48,65,80,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2017"
"104,48,61,61,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2018"
"105,31,79,69,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2019"
"84,42,129,49,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2020"
"48,76,87,85,BUICK/CHEVROLET,ENCORE/TRAX 4DR 2WD,SUV,2021"
"67,26,48,83,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2013"
"77,53,67,63,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2014"
"76,56,59,52,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2015"
"73,38,52,35,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2016"
"74,54,91,53,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2017"
"103,51,87,66,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2018"
"127,72,90,57,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2019"
"81,73,81,29,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2020"
"99,39,101,68,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2021"
"97,53,91,35,BUICK/CHEVROLET,ENCORE/TRAX 4DR AWD,SUV,2022"
"44,47,43,86,BUICK/SATURN,ENCLAVE/OUTLOOK 4DR 2WD,SUV,2008"
"60,37,65,53,BUICK/SATURN,ENCLAVE/OUTLOOK 4DR 2WD,SUV,2009"
"51,39,40,121,BUICK/SATURN,ENCLAVE/OUTLOOK 4DR 2WD,SUV,2010"
"34,61,47,44,BUICK/SATURN,ENCLAVE/OUTLOOK 4DR AWD,SUV,2008"
"38,75,51,46,BUICK/SATURN,ENCLAVE/OUTLOOK 4DR AWD,SUV,2009"
"50,63,40,80,BUICK/SATURN,ENCLAVE/OUTLOOK 4DR AWD,SUV,2010"
"112,112,153,196,CADILLAC,ATS 4DR,4D,2013"
"173,102,168,283,CADILLAC,ATS 4DR,4D,2014"
"179,134,178,37,CADILLAC,ATS 4DR,4D,2015"
"117,121,152,34,CADILLAC,ATS 4DR AWD,4D,2013"
"116,95,143,111,CADILLAC,ATS 4DR AWD,4D,2014"
"140,110,131,89,CADILLAC,ATS 4DR AWD,4D,2015"
"142,82,138,72,CADILLAC,ATS 4DR AWD,4D,2016"
"194,90,176,159,CADILLAC,ATS 4DR AWD,4D,2017"
"137,129,157,129,CADILLAC,ATS 4DR AWD,4D,2018"
"225,72,     .,40,CADILLAC,CT5 4DR AWD,4D,2020"
"     .,13,65,64,CADILLAC,CTS 4DR,4D,2005"
"56,25,43,79,CADILLAC,CTS 4DR,4D,2006"
"52,44,53,65,CADILLAC,CTS 4DR,4D,2007"
"73,50,83,69,CADILLAC,CTS 4DR,4D,2008"
"66,66,50,54,CADILLAC,CTS 4DR,4D,2009"
"67,26,50,127,CADILLAC,CTS 4DR,4D,2010"
"76,67,109,98,CADILLAC,CTS 4DR,4D,2011"
"71,64,72,202,CADILLAC,CTS 4DR AWD,4D,2008"
"59,43,69,18,CADILLAC,CTS 4DR AWD,4D,2009"
"63,49,76,8,CADILLAC,CTS 4DR AWD,4D,2010"
"80,58,96,77,CADILLAC,CTS 4DR AWD,4D,2011"
"87,62,102,85,CADILLAC,CTS 4DR AWD,4D,2012"
"194,171,     .,51,CADILLAC,CTS 4DR AWD,4D,2014"
"166,111,171,38,CADILLAC,CTS 4DR AWD,4D,2015"
"50,20,45,35,CADILLAC,DTS 4DR,4D,2006"
"48,44,36,122,CADILLAC,DTS 4DR,4D,2007"
"66,43,50,38,CADILLAC,DTS 4DR,4D,2008"
"     .,66,     .,41,CADILLAC,DTS 4DR,4D,2010"
"     .,     .,     .,347,CADILLAC,ESCALADE 4DR 4WD,SUV,2005"
"71,130,108,153,CADILLAC,ESCALADE 4DR 4WD,SUV,2007"
"60,144,84,193,CADILLAC,ESCALADE 4DR 4WD,SUV,2008"
"61,151,     .,104,CADILLAC,ESCALADE 4DR 4WD,SUV,2010"
"85,129,94,88,CADILLAC,ESCALADE 4DR 4WD,SUV,2011"
"100,223,     .,125,CADILLAC,ESCALADE 4DR 4WD,SUV,2013"
"135,217,136,18,CADILLAC,ESCALADE 4DR 4WD,SUV,2015"
"137,247,171,81,CADILLAC,ESCALADE 4DR 4WD,SUV,2016"
"156,272,179,14,CADILLAC,ESCALADE 4DR 4WD,SUV,2017"
"199,232,222,127,CADILLAC,ESCALADE 4DR 4WD,SUV,2018"
"155,140,154,29,CADILLAC,ESCALADE 4DR 4WD,SUV,2019"
"130,194,195,108,CADILLAC,ESCALADE 4DR 4WD,SUV,2020"
"247,2888,136,48,CADILLAC,ESCALADE 4DR 4WD,SUV,2021"
"     .,202,     .,46,CADILLAC,ESCALADE ESV 4DR AWD,SUV,2007"
"168,258,     .,323,CADILLAC,ESCALADE ESV 4DR AWD,SUV,2016"
"     .,179,     .,37,CADILLAC,ESCALADE EXT 4DR AWD,PU,2007"
"96,64,80,199,CADILLAC,SRX 4DR 2WD,SUV,2010"
"80,50,100,70,CADILLAC,SRX 4DR 2WD,SUV,2011"
"86,60,89,109,CADILLAC,SRX 4DR 2WD,SUV,2012"
"     .,     .,     .,15,CADILLAC,SRX 4DR 2WD,SUV,2013"
"85,46,104,102,CADILLAC,SRX 4DR 2WD,SUV,2014"
"80,51,102,181,CADILLAC,SRX 4DR 2WD,SUV,2015"
"     .,     .,     .,162,CADILLAC,SRX 4DR AWD,SUV,2007"
"73,72,66,90,CADILLAC,SRX 4DR AWD,SUV,2008"
"68,97,60,80,CADILLAC,SRX 4DR AWD,SUV,2010"
"74,64,65,54,CADILLAC,SRX 4DR AWD,SUV,2011"
"100,64,83,70,CADILLAC,SRX 4DR AWD,SUV,2012"
"113,52,94,123,CADILLAC,SRX 4DR AWD,SUV,2013"
"98,66,87,166,CADILLAC,SRX 4DR AWD,SUV,2014"
"123,35,77,43,CADILLAC,SRX 4DR AWD,SUV,2015"
"106,64,114,147,CADILLAC,SRX 4DR AWD,SUV,2016"
"124,44,111,79,CADILLAC,XT4 4DR AWD,SUV,2019"
"153,103,143,44,CADILLAC,XT4 4DR AWD,SUV,2020"
"95,59,103,24,CADILLAC,XT4 4DR AWD,SUV,2021"
"98,77,99,315,CADILLAC,XT4 4DR AWD,SUV,2022"
"95,111,112,38,CADILLAC,XT4 4DR AWD,SUV,2023"
"88,60,113,100,CADILLAC,XT5 4DR 2WD,SUV,2017"
"107,56,95,98,CADILLAC,XT5 4DR 2WD,SUV,2018"
"93,57,127,133,CADILLAC,XT5 4DR 2WD,SUV,2019"
"68,60,88,43,CADILLAC,XT5 4DR AWD,SUV,2017"
"78,77,122,65,CADILLAC,XT5 4DR AWD,SUV,2018"
"126,78,131,45,CADILLAC,XT5 4DR AWD,SUV,2019"
"85,70,74,10,CADILLAC,XT5 4DR AWD,SUV,2020"
"99,48,115,47,CADILLAC,XT5 4DR AWD,SUV,2021"
"93,101,121,51,CADILLAC,XT5 4DR AWD,SUV,2022"
"103,92,111,50,CADILLAC,XT5 4DR AWD,SUV,2023"
"154,77,199,119,CADILLAC,XT6 4DR AWD,SUV,2020"
"118,64,218,61,CADILLAC,XT6 4DR AWD,SUV,2021"
"     .,83,     .,     .,CADILLAC,XTS 4DR AWD,4D,2013"
"20,13,28,53,CHEV/PONTIAC,EQUINOX/TORRENT 4DR 2WD,SUV,2005"
"33,7,29,75,CHEV/PONTIAC,EQUINOX/TORRENT 4DR 2WD,SUV,2006"
"21,7,35,69,CHEV/PONTIAC,EQUINOX/TORRENT 4DR 2WD,SUV,2007"
"34,15,42,36,CHEV/PONTIAC,EQUINOX/TORRENT 4DR 2WD,SUV,2008"
"46,21,36,157,CHEV/PONTIAC,EQUINOX/TORRENT 4DR 2WD,SUV,2009"
"27,22,36,47,CHEV/PONTIAC,EQUINOX/TORRENT 4DR AWD,SUV,2005"
"35,17,41,68,CHEV/PONTIAC,EQUINOX/TORRENT 4DR AWD,SUV,2006"
"30,15,20,25,CHEV/PONTIAC,EQUINOX/TORRENT 4DR AWD,SUV,2007"
"33,29,27,54,CHEV/PONTIAC,EQUINOX/TORRENT 4DR AWD,SUV,2008"
"41,41,49,78,CHEV/PONTIAC,EQUINOX/TORRENT 4DR AWD,SUV,2009"
"17,21,23,77,CHEV/SATURN,UPLANDER EXT/RELAY,VAN,2005"
"18,6,16,32,CHEV/SATURN,UPLANDER EXT/RELAY,VAN,2006"
"19,25,28,155,CHEV/SATURN,UPLANDER EXT/RELAY,VAN,2007"
"20,55,21,33,CHEVROLET,AVALANCHE 1500 4WD,PU,2005"
"47,55,10,29,CHEVROLET,AVALANCHE 1500 4WD,PU,2006"
"26,42,30,21,CHEVROLET,AVALANCHE 1500 4WD,PU,2007"
"26,43,40,29,CHEVROLET,AVALANCHE 1500 4WD,PU,2008"
"52,42,49,126,CHEVROLET,AVALANCHE 1500 4WD,PU,2009"
"44,22,43,20,CHEVROLET,AVALANCHE 1500 4WD,PU,2010"
"53,49,37,23,CHEVROLET,AVALANCHE 1500 4WD,PU,2011"
"30,55,42,146,CHEVROLET,AVALANCHE 1500 4WD,PU,2012"
"73,58,44,36,CHEVROLET,AVALANCHE 1500 4WD,PU,2013"
"33,21,33,94,CHEVROLET,AVEO 4DR,4D,2007"
"40,12,34,84,CHEVROLET,AVEO 4DR,4D,2008"
"36,15,33,49,CHEVROLET,AVEO 4DR,4D,2009"
"52,21,36,29,CHEVROLET,AVEO 4DR,4D,2010"
"52,16,38,11,CHEVROLET,AVEO 4DR,4D,2011"
"     .,5,32,63,CHEVROLET,AVEO 5DR,4D,2005"
"     .,19,34,122,CHEVROLET,AVEO 5DR,4D,2006"
"     .,11,31,222,CHEVROLET,AVEO 5DR,4D,2007"
"     .,29,35,410,CHEVROLET,AVEO 5DR,4D,2008"
"45,16,39,132,CHEVROLET,AVEO 5DR,4D,2009"
"46,19,37,110,CHEVROLET,AVEO 5DR,4D,2010"
"44,12,34,83,CHEVROLET,AVEO 5DR,4D,2011"
"88,86,150,47,CHEVROLET,BLAZER 4DR AWD,SUV,2019"
"162,120,108,52,CHEVROLET,BLAZER 4DR AWD,SUV,2020"
"118,87,147,239,CHEVROLET,BLAZER 4DR AWD,SUV,2021"
"123,94,107,18,CHEVROLET,BLAZER 4DR AWD,SUV,2022"
"93,38,87,51,CHEVROLET,BOLT 5DR,4D,2017"
"122,76,102,49,CHEVROLET,BOLT 5DR,4D,2018"
"131,57,98,41,CHEVROLET,BOLT 5DR,4D,2019"
"41,47,85,37,CHEVROLET,CAMARO 2DR,2D,2010"
"61,73,74,53,CHEVROLET,CAMARO 2DR,2D,2011"
"92,60,56,46,CHEVROLET,CAMARO 2DR,2D,2012"
"     .,80,     .,54,CHEVROLET,CAMARO 2DR,2D,2013"
"122,31,130,189,CHEVROLET,CAMARO 2DR,2D,2014"
"162,107,178,143,CHEVROLET,CAMARO 2DR,2D,2015"
"233,148,156,364,CHEVROLET,CAMARO 2DR,2D,2017"
"202,125,245,104,CHEVROLET,CAMARO 2DR,2D,2018"
"247,159,169,80,CHEVROLET,CAMARO 2DR,2D,2019"
"     .,39,     .,     .,CHEVROLET,CAMARO CONVERTIBLE,2D,2012"
"     .,39,     .,     .,CHEVROLET,CAMARO CONVERTIBLE,2D,2015"
"22,39,30,12,CHEVROLET,CAMARO SS 2DR,2D,2010"
"22,45,36,2,CHEVROLET,CAMARO SS 2DR,2D,2011"
"     .,144,     .,     .,CHEVROLET,CAMARO SS 2DR,2D,2016"
"29,29,     .,3,CHEVROLET,CAMARO SS CONVERTIBLE,2D,2011"
"     .,53,     .,     .,CHEVROLET,CAMARO SS CONVERTIBLE,2D,2012"
"     .,45,     .,0,CHEVROLET,CAMARO SS/ZL1 2DR,2D,2012"
"     .,108,     .,     .,CHEVROLET,CAMARO SS/ZL1 2DR,2D,2013"
"65,81,84,0,CHEVROLET,CAMARO SS/ZL1 2DR,2D,2017"
"103,96,38,84,CHEVROLET,CAMARO SS/ZL1 2DR,2D,2018"
"200,169,     .,38,CHEVROLET,CAMARO SS/ZL1 2DR,2D,2019"
"110,39,     .,1,CHEVROLET,CAMARO SS/ZL1/Z28 2DR,2D,2014"
"110,30,     .,11,CHEVROLET,CAMARO SS/ZL1/Z28 2DR,2D,2015"
"     .,     .,     .,104,CHEVROLET,CAVALIER 2DR,2D,2005"
"24,17,26,13,CHEVROLET,CAVALIER 4DR,4D,2005"
"     .,32,24,39,CHEVROLET,COBALT 2DR,2D,2005"
"40,27,22,84,CHEVROLET,COBALT 2DR,2D,2006"
"32,13,39,102,CHEVROLET,COBALT 2DR,2D,2007"
"24,17,34,59,CHEVROLET,COBALT 2DR,2D,2008"
"32,37,29,65,CHEVROLET,COBALT 2DR,2D,2009"
"46,27,44,83,CHEVROLET,COBALT 2DR,2D,2010"
"37,10,14,56,CHEVROLET,COBALT 4DR,4D,2005"
"22,4,34,104,CHEVROLET,COBALT 4DR,4D,2006"
"26,16,31,57,CHEVROLET,COBALT 4DR,4D,2007"
"33,14,42,112,CHEVROLET,COBALT 4DR,4D,2008"
"34,13,33,96,CHEVROLET,COBALT 4DR,4D,2009"
"49,11,37,129,CHEVROLET,COBALT 4DR,4D,2010"
"     .,     .,     .,74,CHEVROLET,COBALT SS SUPERCHARGED 2DR,2D,2007"
"88,47,31,10,CHEVROLET,CORVETTE 2DR COUPE,2D,2005"
"     .,31,     .,     .,CHEVROLET,CORVETTE 2DR COUPE,2D,2006"
"54,33,31,28,CHEVROLET,CORVETTE 2DR COUPE,2D,2007"
"     .,48,     .,     .,CHEVROLET,CORVETTE 2DR COUPE,2D,2008"
"61,51,31,4,CHEVROLET,CORVETTE 2DR COUPE,2D,2014"
"143,32,46,62,CHEVROLET,CORVETTE 2DR COUPE,2D,2015"
"85,54,26,0,CHEVROLET,CORVETTE 2DR COUPE,2D,2016"
"29,88,19,27,CHEVROLET,CORVETTE 2DR COUPE,2D,2017"
"89,71,81,4,CHEVROLET,CORVETTE 2DR COUPE,2D,2019"
"116,86,     .,1,CHEVROLET,CORVETTE 2DR COUPE,2D,2020"
"40,16,     .,9,CHEVROLET,CORVETTE CONVERTIBLE,2D,2005"
"     .,13,     .,10,CHEVROLET,CORVETTE CONVERTIBLE,2D,2006"
"40,5,     .,9,CHEVROLET,CORVETTE CONVERTIBLE,2D,2007"
"     .,141,     .,     .,CHEVROLET,CORVETTE Z06 2DR COUPE,2D,2007"
"101,178,     .,3,CHEVROLET,CORVETTE Z06/ZR1 2DR COUPE,2D,2019"
"66,33,70,99,CHEVROLET,CRUZE 4DR,4D,2011"
"60,33,55,93,CHEVROLET,CRUZE 4DR,4D,2012"
"85,39,80,112,CHEVROLET,CRUZE 4DR,4D,2013"
"78,40,87,111,CHEVROLET,CRUZE 4DR,4D,2014"
"91,50,89,185,CHEVROLET,CRUZE 4DR,4D,2015"
"107,63,121,112,CHEVROLET,CRUZE 4DR,4D,2016"
"135,63,127,88,CHEVROLET,CRUZE 4DR,4D,2017"
"137,73,133,220,CHEVROLET,CRUZE 4DR,4D,2018"
"153,69,150,70,CHEVROLET,CRUZE 4DR,4D,2019"
"129,47,130,70,CHEVROLET,CRUZE 4DR HATCHBACK,4D,2017"
"121,73,128,102,CHEVROLET,CRUZE 4DR HATCHBACK,4D,2018"
"196,89,117,144,CHEVROLET,CRUZE 4DR HATCHBACK,4D,2019"
"28,8,35,113,CHEVROLET,HHR 4DR,SUV,2006"
"36,22,28,22,CHEVROLET,HHR 4DR,SUV,2006"
"18,18,40,66,CHEVROLET,HHR 4DR,SUV,2007"
"37,19,36,423,CHEVROLET,HHR 4DR,SUV,2008"
"42,12,53,72,CHEVROLET,HHR 4DR,SUV,2009"
"28,28,43,330,CHEVROLET,HHR 4DR,SUV,2010"
"54,19,44,56,CHEVROLET,HHR 4DR,SUV,2011"
"12,15,29,123,CHEVROLET,IMPALA 4DR,4D,2005"
"20,15,33,86,CHEVROLET,IMPALA 4DR,4D,2006"
"33,10,25,23,CHEVROLET,IMPALA 4DR,4D,2007"
"35,23,28,32,CHEVROLET,IMPALA 4DR,4D,2008"
"29,16,40,36,CHEVROLET,IMPALA 4DR,4D,2009"
"41,27,49,51,CHEVROLET,IMPALA 4DR,4D,2010"
"45,25,41,63,CHEVROLET,IMPALA 4DR,4D,2011"
"62,24,48,94,CHEVROLET,IMPALA 4DR,4D,2012"
"43,35,42,32,CHEVROLET,IMPALA 4DR,4D,2013"
"88,59,65,23,CHEVROLET,IMPALA 4DR,4D,2014"
"75,67,77,92,CHEVROLET,IMPALA 4DR,4D,2015"
"97,58,86,26,CHEVROLET,IMPALA 4DR,4D,2016"
"92,95,106,84,CHEVROLET,IMPALA 4DR,4D,2017"
"124,100,85,73,CHEVROLET,IMPALA 4DR,4D,2018"
"161,94,124,469,CHEVROLET,IMPALA 4DR,4D,2019"
"     .,26,41,1138,CHEVROLET,IMPALA SS 4DR,4D,2006"
"25,14,20,91,CHEVROLET,MALIBU 4DR,4D,2005"
"36,12,32,19,CHEVROLET,MALIBU 4DR,4D,2006"
"36,10,49,185,CHEVROLET,MALIBU 4DR,4D,2007"
"34,10,66,104,CHEVROLET,MALIBU 4DR,4D,2008"
"35,16,47,60,CHEVROLET,MALIBU 4DR,4D,2009"
"54,24,62,74,CHEVROLET,MALIBU 4DR,4D,2010"
"59,24,68,101,CHEVROLET,MALIBU 4DR,4D,2011"
"67,26,41,55,CHEVROLET,MALIBU 4DR,4D,2012"
"86,44,92,123,CHEVROLET,MALIBU 4DR,4D,2013"
"86,38,77,243,CHEVROLET,MALIBU 4DR,4D,2014"
"107,39,104,100,CHEVROLET,MALIBU 4DR,4D,2015"
"109,51,136,185,CHEVROLET,MALIBU 4DR,4D,2016"
"116,86,131,184,CHEVROLET,MALIBU 4DR,4D,2017"
"188,103,185,157,CHEVROLET,MALIBU 4DR,4D,2018"
"139,95,131,103,CHEVROLET,MALIBU 4DR,4D,2019"
"163,117,258,69,CHEVROLET,MALIBU 4DR,4D,2020"
"214,92,106,54,CHEVROLET,MALIBU 4DR,4D,2021"
"177,79,166,128,CHEVROLET,MALIBU 4DR,4D,2022"
"132,55,83,63,CHEVROLET,MALIBU LIMITED 4DR,4D,2016"
"44,17,24,52,CHEVROLET,MALIBU MAXX 5DR,4D,2005"
"32,22,26,41,CHEVROLET,MALIBU MAXX 5DR,4D,2006"
"     .,     .,     .,93,CHEVROLET,OPTRA 5DR,4D,2006"
"85,31,69,156,CHEVROLET,ORLANDO 4DR 2WD,SUV,2012"
"79,33,105,188,CHEVROLET,ORLANDO 4DR 2WD,SUV,2013"
"76,53,83,142,CHEVROLET,ORLANDO 4DR 2WD,SUV,2014"
"54,34,45,189,CHEVROLET,SONIC 4DR,4D,2012"
"60,28,71,41,CHEVROLET,SONIC 4DR,4D,2013"
"71,39,63,82,CHEVROLET,SONIC 4DR,4D,2014"
"67,29,73,67,CHEVROLET,SONIC 4DR,4D,2015"
"115,37,121,35,CHEVROLET,SONIC 4DR,4D,2016"
"188,74,86,57,CHEVROLET,SONIC 4DR,4D,2017"
"117,58,146,145,CHEVROLET,SONIC 4DR,4D,2018"
"66,26,55,67,CHEVROLET,SONIC 5DR,4D,2012"
"61,26,65,76,CHEVROLET,SONIC 5DR,4D,2013"
"68,33,85,152,CHEVROLET,SONIC 5DR,4D,2014"
"65,28,60,30,CHEVROLET,SONIC 5DR,4D,2015"
"81,42,79,89,CHEVROLET,SONIC 5DR,4D,2016"
"119,64,100,118,CHEVROLET,SONIC 5DR,4D,2017"
"124,35,102,35,CHEVROLET,SONIC 5DR,4D,2018"
"89,27,56,230,CHEVROLET,SPARK 5DR,4D,2013"
"67,26,63,29,CHEVROLET,SPARK 5DR,4D,2014"
"42,40,70,47,CHEVROLET,SPARK 5DR,4D,2015"
"76,35,72,58,CHEVROLET,SPARK 5DR,4D,2016"
"106,53,86,147,CHEVROLET,SPARK 5DR,4D,2017"
"108,65,94,140,CHEVROLET,SPARK 5DR,4D,2018"
"127,54,92,77,CHEVROLET,SPARK 5DR,4D,2019"
"106,79,98,49,CHEVROLET,SPARK 5DR,4D,2020"
"118,78,121,42,CHEVROLET,SPARK 5DR,4D,2021"
"78,72,116,55,CHEVROLET,SPARK 5DR,4D,2022"
"104,96,109,32,CHEVROLET,TRAILBLAZER 4DR 2WD,SUV,2021"
"98,89,101,70,CHEVROLET,TRAILBLAZER 4DR AWD,SUV,2021"
"76,55,142,33,CHEVROLET,TRAILBLAZER 4DR AWD,SUV,2022"
"101,65,116,88,CHEVROLET,TRAILBLAZER 4DR AWD,SUV,2023"
"12,10,37,127,CHEVROLET,UPLANDER,VAN,2005"
"23,14,29,65,CHEVROLET,UPLANDER,VAN,2006"
"33,6,18,27,CHEVROLET,UPLANDER,VAN,2007"
"15,5,28,31,CHEVROLET,UPLANDER,VAN,2008"
"27,15,24,49,CHEVROLET,UPLANDER,VAN,2009"
"32,14,31,38,CHEVROLET,UPLANDER EXT,VAN,2008"
"25,18,30,17,CHEVROLET,UPLANDER EXT,VAN,2009"
"     .,     .,     .,85,CHEVROLET,VENTURE EXT,VAN,2005"
"96,48,73,25,CHEVROLET,VOLT 5DR,4D,2012"
"98,30,124,47,CHEVROLET,VOLT 5DR,4D,2017"
"111,29,118,45,CHEVROLET,VOLT 5DR,4D,2018"
"26,23,20,40,CHEVROLET/GMC,BLAZER/JIMMY S SERIES 2DR 4WD,SUV,2005"
"31,27,31,417,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2005"
"29,15,30,50,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2006"
"45,36,34,67,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2007"
"49,40,19,14,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2008"
"47,21,40,29,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2009"
"28,8,28,16,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2010"
"60,39,53,106,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2011"
"66,36,68,98,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2012"
"79,61,71,34,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2015"
"75,30,63,34,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2016"
"99,58,69,187,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2017"
"98,51,85,80,CHEVROLET/GMC,COLORADO/CANYON 2WD,PU,2018"
"34,35,32,24,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2005"
"35,18,36,15,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2006"
"28,27,33,59,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2007"
"56,33,30,30,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2008"
"19,24,46,90,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2009"
"33,35,35,20,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2010"
"48,41,52,83,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2011"
"     .,     .,     .,2,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2012"
"90,50,84,35,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2015"
"80,73,81,36,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2016"
"89,151,     .,32,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2016"
"79,54,67,26,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2017"
"95,84,83,198,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2018"
"112,82,72,24,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2019"
"112,103,138,72,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2020"
"133,82,108,81,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2021"
"137,79,104,34,CHEVROLET/GMC,COLORADO/CANYON 4WD,PU,2022"
"42,32,62,120,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2010"
"58,31,53,89,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2011"
"58,29,55,84,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2012"
"66,38,57,79,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2013"
"75,31,68,105,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2014"
"82,38,69,92,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2015"
"75,49,95,88,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2016"
"83,43,95,94,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2017"
"106,53,90,68,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2018"
"130,50,131,125,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2019"
"87,64,105,19,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2020"
"95,52,130,40,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2021"
"86,61,137,30,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR 2WD,SUV,2022"
"54,41,49,376,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR AWD,SUV,2010"
"56,45,50,72,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR AWD,SUV,2011"
"54,42,64,60,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR AWD,SUV,2012"
"60,74,57,94,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR AWD,SUV,2013"
"46,56,61,87,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR AWD,SUV,2014"
"81,55,73,65,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR AWD,SUV,2015"
"73,59,65,119,CHEVROLET/GMC,EQUINOX/TERRAIN 4DR AWD,SUV,2016"
